ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Number,Street,City,County,State,Zipcode,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Astronomical_Twilight
A-756249,3,11/8/2018 8:53,11/8/2018 9:22,40.593636,-74.235069,0,Left lane blocked due to accident on New Jersey Tpke Northbound before Exit 12 County Hwy-602 Roosevelt Ave.,,New Jersey Tpke N,Carteret,Middlesex,NJ,7008,11/8/2018 8:55,45.7,,61,30.25,10,Calm,,,Day
A-756261,2,11/8/2018 9:49,11/8/2018 10:19,40.738503,-74.217003,0,Right lane blocked due to accident on Garden State Pkwy Northbound at Exit 144 Western Parkway Ramp.,,Garden State Pkwy N,Irvington,Essex,NJ,7111,11/8/2018 9:51,50,,50,30.25,10,NNW,5.8,,Day
A-756262,2,11/8/2018 9:54,11/8/2018 10:23,40.80191,-74.465836,0,Accident truck into building involved on Ridgedale Ave near John St.,,Ridgedale Ave,Morristown,Morris,NJ,7960,11/8/2018 9:45,50,,54,30.25,10,North,9.2,,Day
A-756272,2,11/8/2018 11:08,11/8/2018 11:38,40.767666,-74.352432,0,Accident Truck into building involved on County Hwy-607 Passaic Ave near Regal Blvd.,68,Passaic Ave,Livingston,Essex,NJ,07039-5811,11/8/2018 10:45,51.8,,50,30.26,10,NE,5.8,,Day
A-756287,2,11/8/2018 12:07,11/8/2018 12:52,40.669849,-74.283287,0,2 right lane blocked due to accident on Garden State Pkwy Southbound after Exit 138 County Hwy-509 Galloping Hill Rd.,,Garden State Pkwy S,Kenilworth,Union,NJ,7033,11/8/2018 12:15,54.1,,42,30.24,10,NNW,5.8,,Day
A-756289,2,11/8/2018 12:08,11/8/2018 12:38,40.855885,-74.022079,0,Accident on Euclid Ave near County Hwy-17 Mt Vernon St.,,Mt Vernon St,Ridgefield Park,Bergen,NJ,7660,11/8/2018 11:51,54,,45,30.23,10,WNW,5.8,,Day
A-756292,2,11/8/2018 12:31,11/8/2018 13:01,41.051399,-74.444504,0,Accident on NJ-23 Northbound at Cross Rd.,2814,State Highway 23,Newfoundland,Passaic,NJ,7435,11/8/2018 12:53,54,,41,30.25,10,North,8.1,,Day
A-756296,2,11/8/2018 13:07,11/8/2018 13:51,40.885784,-74.132111,0,Right and center lane closed due to accident on NJ-21 Southbound at US-46.,,NJ-21 S,Clifton,Passaic,NJ,7011,11/8/2018 12:51,55.9,,40,30.22,10,NNW,8.1,,Day
A-756299,2,11/8/2018 13:22,11/8/2018 13:51,40.787506,-74.469574,1.600000024,Accident on entry ramp to I-287 Southbound from Madison Ave.,,I-287 S,Morristown,Morris,NJ,7960,11/8/2018 13:50,55.4,,44,30.23,10,North,5.8,,Day
A-756301,3,11/8/2018 13:25,11/8/2018 13:54,40.825375,-74.321487,0,Accident on I-280 Westbound at Exits 4A 4B County Hwy-609 Eisenhower Pkwy.,,I-280 E,Roseland,Essex,NJ,7068,11/8/2018 13:53,55,,40,30.25,10,Variable,5.8,,Day
A-756304,2,11/8/2018 14:01,11/8/2018 14:31,40.740894,-74.383446,0,Accident on County Hwy-638 Fairmount Ave at NJ-124 Main St.,2,Fairmount Ave,Chatham,Morris,NJ,07928-2328,11/8/2018 13:50,55.4,,44,30.23,10,North,5.8,,Day
A-756305,2,11/8/2018 14:03,11/8/2018 14:33,40.817822,-74.420708,0,Accident on Eden Ln at County Hwy-511 Whippany Rd.,,Eden Ln,Whippany,Morris,NJ,7981,11/8/2018 13:50,55.4,,44,30.23,10,North,5.8,,Day
A-756308,2,11/8/2018 14:20,11/8/2018 15:05,40.703289,-74.087936,0,Accident on Martin Luther King Jr Dr near Armstrong Ave.,186,Armstrong Ave,Jersey City,Hudson,NJ,07305-3006,11/8/2018 13:56,59,,38,30.23,10,WSW,8.1,,Day
A-756309,2,11/8/2018 14:43,11/8/2018 15:27,40.544945,-74.331123,0,Left lane closed due to accident on US-1 Northbound at County Hwy-630 Parsonage Rd.,1551,US Highway 1,Edison,Middlesex,NJ,08837-2462,11/8/2018 14:35,56.8,,38,30.22,10,NW,4.6,,Day
A-756310,2,11/8/2018 14:45,11/8/2018 15:28,40.53373,-74.296593,0.150000006,Entry ramp to US-9 from NJ-184 Eastbound closed due to accident.,93,Richard Ave,Perth Amboy,Middlesex,NJ,08861-1538,11/8/2018 14:55,55.9,,38,30.23,10,NW,9.2,,Day
A-756311,2,11/8/2018 15:20,11/8/2018 16:18,40.822414,-74.123055,0,Three lanes blocked due to accident on NJ-3 Westbound at County Hwy-507 Riverside Ave.,,Riverside Ave,Rutherford,Bergen,NJ,7070,11/8/2018 14:51,57,,40,30.22,10,NW,5.8,,Day
A-756315,2,11/8/2018 15:44,11/8/2018 16:14,40.794579,-74.703064,0,Accident on Furnace Rd at US-206.,11,Furnace Rd,Chester,Morris,NJ,07930-2021,11/8/2018 15:53,57,,34,30.23,10,NNW,4.6,,Day
A-756317,2,11/8/2018 15:56,11/8/2018 16:25,40.692574,-74.201347,0,Accident on NJ-27 Frelinghuysen Ave at Evergreen Ave.,65,Evergreen Ave,Newark,Essex,NJ,07114-1124,11/8/2018 15:51,55,,38,30.23,10,NNW,5.8,,Day
A-756319,2,11/8/2018 16:19,11/8/2018 16:49,39.592911,-75.2967,0,Accident on County Hwy-672 Watsons Mill Rd near County Hwy-581 Commissioners Pike.,359,Commissioners Pike,Elmer,Salem,NJ,8318,11/8/2018 15:54,55.9,,44,30.26,10,WNW,6.9,,Day
A-756323,3,11/8/2018 17:07,11/8/2018 17:36,40.125351,-74.716682,0,Right lane closed due to accident on I-295 Northbound before Exit 56 Rising Sun Rd.,,I-295 N,Bordentown,Burlington,NJ,8505,11/8/2018 16:53,53.1,,45,30.23,10,NNW,3.5,,Day
A-756325,2,11/8/2018 17:07,11/8/2018 17:37,40.22683,-74.144196,0,Accident on NJ-34 at NJ-33.,,State Route 33,Farmingdale,Monmouth,NJ,7727,11/8/2018 16:56,50,,59,30.28,10,Calm,,,Day
A-756326,3,11/8/2018 17:08,11/8/2018 17:37,40.864407,-74.417442,0,Accident on I-80 Westbound at Exit 43.,,I-287 S,Parsippany,Morris,NJ,7054,11/8/2018 16:50,50,,58,30.27,10,North,4.6,,Day
A-756330,2,11/8/2018 17:34,11/8/2018 18:04,40.136894,-74.657539,0,Accident on Saddle Way near Polo Ln.,32,Saddle Way,Chesterfield,Burlington,NJ,08515-2920,11/8/2018 17:56,47.7,,68,30.26,10,Calm,,,Day
A-756331,2,11/8/2018 17:33,11/8/2018 18:03,40.206333,-74.393402,0,Accident on Stillhouse Rd at Tin Peddler Ln.,145,Stillhouse Rd,Millstone Township,Monmouth,NJ,08510-8735,11/8/2018 18:00,48,,74,30.28,10,Calm,,,Day
A-756335,3,11/8/2018 17:58,11/8/2018 18:27,39.883755,-75.103516,0,Right lane closed due to accident on I-76 Westbound at Exits 1C 1D US-130 Crescent Blvd.,,N South Fwy N,Gloucester City,Camden,NJ,8030,11/8/2018 17:54,52,,47,30.3,10,NNW,5.8,,Day
A-756338,2,11/8/2018 17:58,11/8/2018 18:43,40.937466,-74.07103,0,Left lane closed due to accident on NJ-17 Northbound at Garden State Pkwy.,298,State Route 17,Paramus,Bergen,NJ,7652,11/8/2018 17:51,51.1,,48,30.28,10,North,11.5,,Day
A-756341,2,11/8/2018 19:08,11/8/2018 19:38,40.500114,-74.855156,0,Accident on US-202 at Reaville Ave.,284,US Highway 202,Flemington,Hunterdon,NJ,8822,11/8/2018 18:53,43,41.3,74,30.3,10,North,3.5,,Night
A-756343,3,11/8/2018 19:26,11/8/2018 19:56,40.853786,-73.963249,3.210000038,Left and center lane blocked due to accident on I-95 George Washington Bridge Lower Level both ways from New York side to New Jersey side.,,US-1 S,Fort Lee,Bergen,NJ,7024,11/8/2018 19:51,46.9,,54,30.32,10,NNW,9.2,,Night
A-756345,3,11/8/2018 19:26,11/8/2018 20:26,40.853786,-73.963249,3.210000038,Right lane blocked due to accident on I-95 George Washington Bridge Upper Level both ways from New York side to New Jersey side.,,US-1 S,Fort Lee,Bergen,NJ,7024,11/8/2018 19:51,46.9,,54,30.32,10,NNW,9.2,,Night
A-756349,2,11/8/2018 21:24,11/8/2018 22:23,40.779034,-74.238708,0,Accident on County Hwy-659 Main St at County Hwy-660 Mount Pleasant Ave.,98,White St,West Orange,Essex,NJ,7052,11/8/2018 21:53,43,41.3,56,30.38,10,Variable,3.5,,Night
A-756352,2,11/8/2018 22:51,11/8/2018 23:50,40.739796,-74.080238,0,Left lane blocked due to accident on NJ-7 Westbound at Wittpenn Bridge.,,Newark Ave,Jersey City,Hudson,NJ,7306,11/8/2018 22:56,48,,58,30.35,10,Variable,6.9,,Night
A-759155,3,11/9/2018 5:45,11/9/2018 6:26,40.853786,-73.963249,0,Center lane blocked due to accident on US-9 George Washington Brg Northbound near Exits 73 74 Palisades Interstate Pkwy.,,US-1 S,Fort Lee,Bergen,NJ,7024,11/9/2018 5:51,35.1,31,85,30.34,10,NNW,4.6,,Day
A-759171,2,11/9/2018 7:03,11/9/2018 7:53,40.706547,-74.151543,0,Right hand shoulder blocked due to accident on I-95 NJ Tpke (Outer Roadway) Northbound before I-78.,,Casciano Memorial Bridge,Newark,Essex,NJ,7114,11/9/2018 6:51,37.9,32.7,79,30.34,10,North,6.9,,Day
A-759179,3,11/9/2018 7:26,11/9/2018 7:53,40.847015,-74.017853,0,One lane blocked due to accident on I-95 NJ Tpke (Western Spur) Southbound after Exit 68 US-46.,,New Jersey Tpke S,Ridgefield Park,Bergen,NJ,7660,11/9/2018 7:51,39.9,36.7,77,30.33,10,North,4.6,,Day
A-759190,2,11/9/2018 7:53,11/9/2018 8:26,40.853786,-73.963249,0,Left lane blocked due to accident on US-9 George Washington Brg Northbound near Exits 73 74 Palisades Interstate Pkwy.,,US-1 S,Fort Lee,Bergen,NJ,7024,11/9/2018 7:51,39.9,36.7,77,30.33,10,North,4.6,,Day
A-759192,2,11/9/2018 7:55,11/9/2018 8:55,40.540977,-74.757652,0,Accident on US-202 Northbound at Pleasant Run Rd.,900,US Highway 202,Neshanic Station,Somerset,NJ,08853-3502,11/9/2018 7:53,39.9,35.8,70,30.3,10,NE,5.8,,Day
A-759204,2,11/9/2018 8:13,11/9/2018 9:10,40.885548,-73.966286,0,Accident on Jones Rd at Mountain Rd.,299,Mountain Rd,Englewood,Bergen,NJ,07631-3711,11/9/2018 7:51,39.9,36.7,77,30.33,10,North,4.6,,Day
A-759237,3,11/9/2018 10:39,11/9/2018 11:08,40.192581,-74.602295,0,Center lane blocked due to accident on I-95 New Jersey Turnpike Inner Roadway Southbound at Exit 7A I-195.,,I-95 N,Trenton,Mercer,NJ,8691,11/9/2018 10:53,46.9,,71,30.23,10,North,3.5,0,Day
A-759240,2,11/9/2018 10:44,11/9/2018 11:13,40.263111,-74.511787,0,Right hand shoulder blocked due to accident on I-95 New Jersey Turnpike Outer Roadway Southbound after Exit 8 NJ-133 Hightstown Byp.,,New Jersey Tpke S,Hightstown,Mercer,NJ,8520,11/9/2018 10:53,46.9,,71,30.23,10,North,3.5,0,Day
A-759241,2,11/9/2018 10:47,11/9/2018 11:17,39.399513,-75.038589,0,Accident on Vine St at High St.,400,N High St,Millville,Cumberland,NJ,8332,11/9/2018 10:54,54,,72,30.18,10,ESE,17.3,,Day
A-759242,2,11/9/2018 10:46,11/9/2018 11:16,39.436333,-75.040939,0,Accident on NJ-47 Delsea Dr at County Hwy-628 College Dr.,3481,S Delsea Dr,Vineland,Cumberland,NJ,08360-7449,11/9/2018 10:54,54,,72,30.18,10,ESE,17.3,,Day
A-759243,2,11/9/2018 10:45,11/9/2018 11:15,40.759106,-74.20826,0,Right lane blocked due to accident on Garden State Pkwy Northbound before Exit 145 I-280.,,I-280 E,East Orange,Essex,NJ,7018,11/9/2018 10:51,48.9,,66,30.27,10,East,8.1,0.01,Day
A-759245,2,11/9/2018 10:50,11/9/2018 11:19,40.336834,-74.100571,0,Right hand shoulder blocked due to accident on Garden State Pkwy Express Lanes Northbound at Exit 109 County Hwy-520 Newman Springs Rd.,,Garden State Pkwy S,Red Bank,Monmouth,NJ,7701,11/9/2018 10:56,51.1,,68,30.27,10,ESE,12.7,0,Day
A-759249,2,11/9/2018 11:20,11/9/2018 11:50,40.69503,-74.09964,0,Accident pedestrian involved on County Hwy-501 John F Kennedy Blvd at Gates Ave.,1564,John F Kennedy Blvd,Jersey City,Hudson,NJ,07305-1720,11/9/2018 10:56,51.1,,66,30.26,10,NE,10.4,0,Day
A-759250,2,11/9/2018 11:32,11/9/2018 12:02,40.035519,-74.241425,0,Accident on County Hwy-527 Whitesville Rd at County Hwy-622 Cox Cro Rd.,200,Warner St,Toms River,Ocean,NJ,08755-1027,11/9/2018 11:56,54,,69,30.19,10,ESE,12.7,0,Day
A-759251,2,11/9/2018 11:45,11/9/2018 12:15,40.834251,-74.213867,0,Accident Ambulance involved on Mountain Ave at County Hwy-655 Watchung Ave.,18,Watchung Ave,Montclair,Essex,NJ,07043-1006,11/9/2018 11:53,46,42.5,71,30.25,10,ENE,6.9,0,Day
A-759258,2,11/9/2018 12:48,11/9/2018 13:18,40.978657,-74.037056,0,Accident on Lincoln Blvd near Linden Ave.,251,Lincoln Blvd,Emerson,Bergen,NJ,07630-1033,11/9/2018 12:51,51.1,,61,30.18,10,Variable,6.9,,Day
A-759264,2,11/9/2018 13:20,11/9/2018 14:04,40.753567,-74.210724,0,Right lane blocked due to accident on Garden State Pkwy Northbound before Exit 145 I-280.,,Garden State Pkwy N,East Orange,Essex,NJ,7018,11/9/2018 13:20,51.1,,71,30.15,10,East,11.5,0,Day
A-759265,2,11/9/2018 13:45,11/9/2018 14:14,40.803154,-74.169624,0,Accident on County Hwy-645 Franklin Ave at Joralemon St.,394,Franklin Ave,Belleville,Essex,NJ,07109-1503,11/9/2018 13:51,51.1,,71,30.13,10,ESE,11.5,0,Day
A-759267,2,11/9/2018 14:06,11/9/2018 14:36,40.449356,-74.494202,0,Accident on US-1 Northbound at County Hwy-608 Adams Ln.,,US Highway 1,North Brunswick,Middlesex,NJ,8902,11/9/2018 13:53,50,,77,30.09,10,ESE,4.6,0,Day
A-759268,3,11/9/2018 14:26,11/9/2018 14:55,40.276775,-74.827888,0,Right and center lane closed due to accident on I-295 Northbound before Exit 2 County Hwy-579 Bear Tavern Rd.,,I-295 S,Trenton,Mercer,NJ,8628,11/9/2018 14:28,50,,83,30.06,3,East,8.1,0.04,Day
A-759273,3,11/9/2018 15:35,11/9/2018 16:05,40.672134,-75.117935,0,Accident on I-78 Eastbound at Exit 3 NJ-173.,,I-78 E,Stewartsville,Warren,NJ,8886,11/9/2018 15:24,46,42.5,83,30.04,2.5,NNE,6.9,0.07,Day
A-759274,2,11/9/2018 15:50,11/9/2018 16:20,40.847279,-74.14949,0,Accident on Allwood Pl at County Hwy-622 Bloomfield Ave.,198,Allwood Pl,Clifton,Passaic,NJ,07012-1252,11/9/2018 15:51,50,,86,30.07,3,ENE,3.5,0.11,Day
A-759278,2,11/9/2018 16:14,11/9/2018 16:44,40.946392,-73.922989,0,Accident on US-9W at County Hwy-502 Closter Dock Rd.,198,US Highway 9W,Alpine,Bergen,NJ,7620,11/9/2018 15:51,50,,86,30.07,3,ENE,3.5,0.11,Day
A-759280,2,11/9/2018 16:20,11/9/2018 16:50,40.34547,-74.195404,0,Accident on County Hwy-520 Newman Springs Rd at NJ-34.,1,Main St,Holmdel,Monmouth,NJ,07733-2105,11/9/2018 16:25,53.6,,94,29.96,6,East,18.4,0.02,Day
A-759284,2,11/9/2018 17:11,11/9/2018 17:41,40.571663,-74.292671,0,Right lane closed due to accident on US-1&9 Northbound after NJ-35.,,US Highway 1,Woodbridge,Middlesex,NJ,7095,11/9/2018 17:15,50.2,,90,29.99,5,East,15,0.06,Day
A-759286,2,11/9/2018 17:18,11/9/2018 17:47,40.574192,-74.638969,0,Accident on US-202 at County Hwy-567 1st Ave.,526,US Highway 202,Raritan,Somerset,NJ,08869-1551,11/9/2018 17:20,48,,96,29.99,1.5,NNW,6.9,0.16,Day
A-759289,2,11/9/2018 17:21,11/9/2018 17:51,40.742737,-74.176231,0,Accident on Bleeker St at Martin Luther King Jr Blvd.,199,Bleeker St,Newark,Essex,NJ,07102-1912,11/9/2018 17:18,50,,93,29.98,5,NE,8.1,0.11,Day
A-759294,3,11/9/2018 17:30,11/9/2018 18:15,40.853786,-73.963249,3.210000038,Two lanes blocked due to accident on I-95 George Washington Bridge Upper Level both ways from New York side to New Jersey side.,,US-1 S,Fort Lee,Bergen,NJ,7024,11/9/2018 17:39,50,,93,29.98,3,NE,9.2,0.14,Day
A-759296,2,11/9/2018 17:37,11/9/2018 18:07,39.84795,-74.492409,0,Accident on NJ-72 at Savoy Blvd.,,Savoy Blvd,Chatsworth,Burlington,NJ,8019,11/9/2018 17:51,53.6,,94,29.92,2.5,NW,16.1,,Day
A-759297,2,11/9/2018 17:37,11/9/2018 18:07,40.248184,-74.532089,0,Accident on Conover Rd at Keswick Rd.,329,Conover Rd,East Windsor,Mercer,NJ,08520-2805,11/9/2018 17:37,50,,93,29.95,3,NNE,8.1,0.27,Day
A-759299,2,11/9/2018 17:41,11/9/2018 18:10,39.202736,-74.794357,0,Accident on County Hwy-610 Petersburg Rd near Brewers Ln.,2,Brewers Ln,Woodbine,Cape May,NJ,08270-3715,11/9/2018 17:50,51.8,,100,29.91,10,NNW,10.4,0.28,Day
A-759301,2,11/9/2018 17:47,11/9/2018 18:32,41.001888,-74.356651,0,Right and center lane closed due to accident on NJ-23 Southbound at Kakeout Rd.,1485,State Route 23,Butler,Morris,NJ,7405,11/9/2018 17:51,46.4,42.4,100,30,2.5,NE,8.1,0.21,Day
A-759305,3,11/9/2018 18:27,11/9/2018 18:56,40.892818,-74.669243,0,One lane blocked due to accident on I-80 Westbound at Exit 28 County Hwy-631 Landing Rd.,,I-80 W,Landing,Morris,NJ,7850,11/9/2018 18:54,39,32.8,93,30.01,,NE,9.2,0.05,Night
A-759310,3,11/9/2018 19:04,11/9/2018 19:33,40.660835,-74.434761,0,Restrictions due to accident on I-78 Eastbound at Exit 41 Drift Rd.,,Stone Hill Rd,Watchung,Somerset,NJ,7069,11/9/2018 18:55,49.3,,93,29.98,4,ENE,3.5,0.33,Night
A-759317,3,11/9/2018 19:45,11/9/2018 20:15,40.719624,-74.134529,0,Right lane blocked due to accident on I-95 Southbound before 14-14C.,,New Jersey Tpke N,Newark,Essex,NJ,7105,11/9/2018 19:51,50,,100,29.9,10,NE,11.5,0.02,Night
A-759318,2,11/9/2018 19:45,11/9/2018 20:29,40.773876,-74.03537,0,Right lane blocked due to accident on NJ-495 Eastbound before County Hwy-501 John F Kennedy Blvd.,,NJ-495 E,North Bergen,Hudson,NJ,7047,11/9/2018 19:51,51.1,,96,29.91,10,North,,0.05,Night
A-759321,2,11/9/2018 20:26,11/9/2018 21:25,40.734608,-74.104065,0,Left lane blocked due to accident on US-1 Pulaski Skwy Southbound at US-9 Pulaski Skwy.,,Pulaski Skwy S,Kearny,Hudson,NJ,7032,11/9/2018 20:10,51.1,,96,29.87,10,NNE,12.7,0,Night
A-759335,2,11/9/2018 22:30,11/9/2018 23:29,40.170567,-74.10096,4.900000095,Right & center lane blocked due to accident on Garden State Pkwy Southbound between Exits 100 100B NJ-33 and Exit 98 NJ-138.,,Garden State Pkwy S,Belmar,Monmouth,NJ,7719,11/9/2018 22:49,53.6,,100,29.78,7,WNW,6.9,,Night
A-759336,3,11/9/2018 22:30,11/9/2018 23:30,40.635651,-74.209282,0,Left lane blocked due to accident on I-95 Northbound at Exit 13.,,New Jersey Tpke S,Linden,Union,NJ,7036,11/9/2018 22:35,51.8,,90,29.8,3,Calm,,0.03,Night
A-759339,2,11/9/2018 23:09,11/10/2018 0:08,40.192581,-74.602295,10.89000034,Left lane blocked due to accident on New Jersey Tpke Eastbound from Exit 7 to Exit 7A I-195.,,I-95 N,Trenton,Mercer,NJ,8691,11/9/2018 23:16,50,,100,29.78,3,North,3.5,,Night
A-759340,2,11/9/2018 23:11,11/10/2018 0:11,41.208096,-74.607552,0,Accident on NJ-23 Hamburg Ave at Main St.,,Loomis Ave,Sussex,Sussex,NJ,7461,11/9/2018 22:53,39.9,35.1,97,29.81,5,ENE,6.9,0.01,Night
A-759342,2,11/9/2018 23:50,11/10/2018 0:19,40.429905,-74.341026,0,Accident on County Hwy-615 Bordentown Ave at County Hwy-675 Jernee Mill Rd.,,Jernee Mill Rd,Sayreville,Middlesex,NJ,8872,11/9/2018 23:55,50.4,,93,29.77,4,Calm,,0.01,Night
A-759343,2,11/9/2018 23:56,11/10/2018 0:25,39.697536,-75.128616,0,Accident on Higgins Dr at County Hwy-641 Ellis St.,1798,Higgins Dr,Glassboro,Gloucester,NJ,8028,11/9/2018 23:54,48.9,,93,29.85,10,West,12.7,,Night
A-762363,3,11/10/2018 2:09,11/10/2018 2:38,40.686066,-74.096321,3.160000086,Left lane blocked due to accident on I-78 Westbound between Exit 14B Black Tom Rd and Exit 14A Avenue.,,I-78 W,Jersey City,Hudson,NJ,7305,11/10/2018 1:56,50,,96,29.78,10,Calm,,0,Night
A-762365,3,11/10/2018 7:11,11/10/2018 7:56,40.853786,-73.963242,1.730000019,Left & center lane blocked due to accident on I-95 George Washington Bridge (Lower Level) Northbound between Exit 1 179th St and Exits 73 74 Palisades Interstate Pkwy.,,US-1 S,Fort Lee,Bergen,NJ,7024,11/10/2018 6:51,44.1,38.6,79,29.86,10,West,10.4,,Day
A-762367,2,11/10/2018 7:29,11/10/2018 8:14,40.568535,-74.326653,0,Left lane blocked due to accident on Garden State Pkwy Northbound at Exit 131B County Hwy-657 Middlesex Essex Tpke.,146,Middlesex Essex Tpke,Iselin,Middlesex,NJ,08830-2707,11/10/2018 7:35,43,37.2,75,29.91,10,WNW,10.4,,Day
A-762370,2,11/10/2018 8:18,11/10/2018 9:02,39.863598,-74.219467,7.760000229,Accident on Garden State Pkwy Northbound between Exit 69 County Hwy-532 Wells Mill Rd and Exit 74 County Hwy-614 Lacey Rd.,,Lacey Rd,Forked River,Ocean,NJ,8731,11/10/2018 7:56,44.1,37.7,79,29.99,10,WNW,12.7,,Day
A-762371,3,11/10/2018 8:55,11/10/2018 9:39,40.853786,-73.963249,1.610000014,Right & center lane blocked due to accident on I-95 George Washington Bridge (Upper Level) Northbound between Exit 1 179th St and Exits 73 74 Palisades Interstate Pkwy.,,US-1 S,Fort Lee,Bergen,NJ,7024,11/10/2018 8:51,44.1,37.7,65,29.91,10,WNW,12.7,,Day
A-762374,3,11/10/2018 9:57,11/10/2018 10:41,40.713825,-74.299309,0,One lane blocked due to accident on I-78 Eastbound at Exits 49A 49B NJ-124 Springfield Ave.,,I-78 E,Union,Union,NJ,7083,11/10/2018 9:51,46,38,50,29.94,10,West,21.9,,Day
A-762378,3,11/10/2018 11:11,11/10/2018 11:56,40.700855,-74.154823,0,Right lane blocked due to accident on I-95 Northbound at I-78.,,New Jersey Tpke N,Newark,Essex,NJ,7114,11/10/2018 10:51,45,36,44,29.95,10,West,25.3,,Day
A-762379,2,11/10/2018 11:58,11/10/2018 12:43,40.826332,-74.126038,0.50999999,Entry ramp to NJ-3 Northbound at Exit 9 from NJ-21 Southbound lane blocked due to accident.,308,River Rd,Clifton,Passaic,NJ,07014-1519,11/10/2018 11:51,45,37.6,46,29.94,10,West,17.3,,Day
A-762380,3,11/10/2018 12:04,11/10/2018 12:48,40.800999,-74.074303,6.210000038,Left lane blocked due to accident on I-95 Northbound between Exit 15W I-280 and Exit 16W.,,New Jersey Tpke N,East Rutherford,Bergen,NJ,7073,11/10/2018 11:51,45,37.6,46,29.94,10,West,17.3,,Day
A-762392,2,11/10/2018 14:50,11/10/2018 15:35,40.924839,-74.268417,0,Accident on US-202 State Route 23 Northbound at New York Ave.,,State Route 23,Wayne,Passaic,NJ,7470,11/10/2018 14:53,41,30.9,32,30.06,10,WNW,24.2,,Day
A-762394,3,11/10/2018 15:21,11/10/2018 15:51,40.873802,-74.42028,0,Accident on I-287 Northbound at Exit 42 US-46.,,I-287 N,Boonton,Morris,NJ,7005,11/10/2018 15:45,39.2,30.2,33,30.1,10,NW,17.3,,Day
A-762398,2,11/10/2018 17:31,11/10/2018 18:00,40.727489,-74.345222,0,Right lane closed due to accident on NJ-24 Eastbound at Exit 9B NJ-124 Morris Tpke.,,NJ-24 W,Summit,Union,NJ,7901,11/10/2018 17:45,35.6,29.2,44,30.16,10,WNW,8.1,,Day
A-762399,3,11/10/2018 17:38,11/10/2018 18:07,40.64286,-74.64502,0,Right lane closed due to accident on I-78 Eastbound at Exit 29 I-287.,,I-78 W,Bedminster,Somerset,NJ,7921,11/10/2018 17:53,37,33.3,37,30.17,10,Variable,4.6,,Day
A-762400,2,11/10/2018 17:57,11/10/2018 18:26,40.844524,-74.079002,0,Right & center lane closed due to accident on NJ-17 Northbound at County Hwy-36 Moonachie Ave.,,State Route 17,Wood Ridge,Bergen,NJ,7075,11/10/2018 17:51,37.9,31.5,38,30.14,10,WNW,9.2,,Day
A-762401,2,11/10/2018 17:16,11/10/2018 18:31,40.834595,-74.709709,0.529999971,Left lane closed due to accident on US-206 Northbound from Deerfield Pl to Bartley Rd.,273,US Highway 206,Flanders,Morris,NJ,07836-9579,11/10/2018 16:54,36,30.3,34,30.14,,Variable,6.9,,Day
A-762402,3,11/10/2018 18:36,11/10/2018 19:05,40.806618,-74.445084,0,Right & center lane closed due to accident on NJ-24 Westbound at Exits 1A 1B County Hwy-511 Whippany Rd.,382,Whippany Rd,Whippany,Morris,NJ,07981-1835,11/10/2018 18:50,33.8,28.6,52,30.18,10,WNW,5.8,,Night
A-762405,2,11/10/2018 19:01,11/10/2018 19:31,40.938431,-74.071297,0,Right lane closed due to accident on NJ-17 Northbound at Garden State Pkwy.,,State Route 17,Paramus,Bergen,NJ,7652,11/10/2018 18:51,37.9,31.5,39,30.17,10,WNW,9.2,,Night
A-762406,2,11/10/2018 19:37,11/10/2018 20:06,40.735168,-74.094215,0,Right lane closed due to accident on US-9 Pulaski Skwy Northbound at US-1 Pulaski Skwy.,,Pulaski Skwy S,Kearny,Hudson,NJ,7032,11/10/2018 19:51,36,29.6,43,30.19,10,WSW,8.1,,Night
A-762408,3,11/10/2018 20:14,11/10/2018 20:43,40.894001,-74.273315,0,2 right lane closed due to accident on I-80 Eastbound at Exit 52 County Hwy-613 Two Bridges Rd.,,I-80 W,Fairfield,Essex,NJ,7004,11/10/2018 19:53,36,30.3,43,30.2,10,West,6.9,,Night
A-762409,2,11/10/2018 20:31,11/10/2018 21:00,39.455341,-74.629173,0,Left lane closed due to accident on Atlantic City Expy Westbound at Exit 12 County Hwy-575 Wrangleboro Rd. Allow emergency vehicles to pass.,,Atlantic City Expy E,Mays Landing,Atlantic,NJ,8330,11/10/2018 20:54,35.1,29.3,48,30.27,10,West,6.9,,Night
A-762411,2,11/10/2018 20:53,11/10/2018 21:22,40.893169,-74.120049,0,Restrictions due to accident on Garden State Pkwy Southbound at Exit 157 US-46.,144,US Highway 46,Elmwood Park,Bergen,NJ,07407-1240,11/10/2018 20:51,37,31,46,30.19,10,WNW,8.1,,Night
A-762412,2,11/10/2018 21:54,11/10/2018 22:23,40.908741,-74.097801,0,Right lane blocked due to accident on Garden State Pkwy Southbound at Exit 159 County Hwy-60 Pehle Ave.,,Garden State Pkwy S,Saddle Brook,Bergen,NJ,7663,11/10/2018 21:51,34,26.6,54,30.21,10,SW,9.2,,Night
